certificates,1812
fraud,1550
prisons,9289
release,1719
equities,3824
detergent,9659
lesk,9108
posted,635
legislative,2674
leave,1237
debt,207
in,7
discounting,3690
continental,1755
explanation,4114
exercising,8929
furriers,6438
indicator,4922
demanded,5645
unanimously,6252
tradition,5261
near,952
masson,5723
knight,3988
aggregates,8595
efficiently,8889
frederick,4121
lord,7530
components,3809
unesco,7781
b,2289
lowe,9127
force,534
human-rights,8146
monthly,1496
gregory,9705
averaging,7871
semiconductors,6624
regulatory,1388
practicing,7072
portion,1687
bankruptcy-court,9605
highland,6942
combine,4444
behavior,3245
philosophy,4965
compare,3939
within,531
raises,3215
membership,2139
marginally,6519
succeeds,2040
ultimate,3912
driving,3009
md.,5725
labels,6495
diversified,3585
ind.,6474
brushed,9618
conversation,5087
cairo,6337
disposable,6859
guaranteed,2260
arrive,5905
supervision,5247
nursing,6544
blind,8665
salt,6613
researcher,4356
rubber,5520
lending,1712
students,1367
raised,749
treat,4049
recovering,6189
massachusetts,2547
complicate,8766
worldwide,7821
100-share,4219
area,448
hangs,9708
slate,5532
dependents,8836
crack,4250
methods,4740
date,1326
audience,2120
tvs,3774
possibly,2405
capitol,3355
urban,1923
rescue,3221
declaring,5642
sharp,1126
nippon,4949
questioned,5206
primary,1717
perjury,8294
fiduciary,8077
requested,3123
investigator,8164
hesitate,9018
undertaking,7778
consensus,2721
inability,8152
offering,356
initial,1067
notes,373
peck,5190
assume,2288
nfl,4749
aboard,7238
characterized,7313
eat,4895
gamble,3088
minus,7024
india,2612
secured,2956
hurdle,9031
defer,7360
increases,695
ky.,4733
ii,1908
machines,753
individual,734
ousted,5482
cabinet,4860
ballooning,6762
developed,1250
seeds,5002
troops,3910
batch,7880
hand,1051
devastation,6388
illustrated,7481
promoting,4015
recruited,9321
brazilian,5077
openness,9224
pawn,7600
reliance,3878
topiary,8473
display,3367
asbestos,3150
marble,9740
independent,829
spot,2236
responding,4177
jupiter,6978
grow,1552
compounded,8767
centers,1584
aga,8593
showroom,9914
realize,2318
sort,1561
aliens,8599
gift,6923
studies,1979
bars,7278
low-cost,5716
spiegel,3764
special,656
speculated,4575
new,35
ehrlich,8039
painting,5486
scramble,8394
sends,7136
edged,3587
chunk,4865
insurers,1656
levy,4934
many,97
deductible,6832
vitro,8526
on-site,9947
spare,6646
agreements,2048
executives,491
uncommon,8493
gmac,6449
typically,1461
surprising,2513
fusion,3970
detect,8841
drill,6869
africa,1926
everywhere,6407
exclusive,2733
pits,9259
boiler,6323
aspects,3345
before,157
ensuring,8904
pit,6160
apartment,3791
matched,4318
arbitrator,7265
cancer,1015
person,1458
bags,6306
navy,2034
less,245
convey,9650
silver,2014
retrieve,9804
bids,1392
manufacture,5174
cftc,9631
suburban,3902
representative,3220
leo,8205
hook,8140
wilbur,7814
grid,8116
appears,1310
clifford,9637
ranks,4348
lilly,2864
cheating,4645
obstacle,6141
would-be,5578
relying,9334
co-chief,7937
freddie,2609
containers,2595
effectively,2853
operational,3734
wolf,3553
nicholas,3861
overall,1267
delays,2527
truly,4207
freely,6044
marks,754
injunction,3844
stops,9451
prices,112
placed,1686
fray,8972
unloading,9540
neighbor,7570
sensitive,2757
peripherals,9248
induce,6079
resemble,9344
headline,6461
billion,48
competitive,1638
arabia,5296
proponents,4974
prohibit,7639
get,188
campaign,875
reed,5798
alan,1731
barely,3152
younkers,9580
set,388
orange,2495
joe,4930
moreover,1206
silent,8415
shows,1135
cos.,3463
mobile,5737
photographs,8300
sentencing,8398
far,289
lumpur,8214
bottom,2522
bros.,7292
tower,2417
cosmetics,2658
consulting,1605
foster,3834
archrival,7266
congress,286
operated,4160
traffickers,9509
wound,8558
prohibits,7640
big,129
legendary,7522
cushion,6825
tripled,6250
democracy,2382
amortization,9598
wake,2019
recalled,7658
unfortunate,7209
quebec,5505
statewide,8430
franchise,2536
psychological,6180
ministries,8238
writers,4604
taxi,7758
lowering,6113
dubbed,4684
proved,3213
asked,612
minerals,5179
withdrawn,5277
emhart,6015
studying,3537
chinese,1540
feared,4116
crackdown,7970
bologna,8669
anc,2713
candela,8721
vowed,5570
televised,7176
equivalent,2438
risc,7677
year-to-year,9577
businessmen,3158
considerably,3577
less-developed,6504
withdrew,5049
lab,8194
noticed,5473
costly,2165
waive,6704
mit,9169
soar,7147
accurate,6281
restricts,9351
explaining,4113
testify,6238
of,4
reversed,6605
accessible,9589
upbeat,9848
tim,8466
happen,2026
drag,5372
h&r,5686
past,225
track,2282
entrepreneur,4470
instant,6967
explicit,9685
cowboys,3946
tenure,5256
disclosures,6856
cent,3801
threaten,8460
exported,7414
estimating,8059
mortgages,1532
shy,8412
commentary,7330
pride,4970
phelps,8298
any,106
sure,1137
gm,840
scrambling,6209
variety,2828
enron,9680
disproportionate,6394
poorer,9264
redemptions,9323
grant,3276
addition,487
detroit,2915
music,2311
absorb,4828
cost,361
x,9575
stabilized,8428
inside,2221
stark,7726
ipo,9984
seal,8395
hidden,5140
peanuts,8291
becoming,2332
parker,4757
settlement,920
fed,564
rights,536
consequences,3461
vietnam,3434
computer-driven,5343
aspect,4838
galvanized,6048
brother,4085
redeemed,5797
packaging,2940
college,1488
transition,4391
fundamentals,4478
destroy,5097
high-quality,4488
party,730
operations,222
ireland,6487
never,576
conclusions,9645
vehicles,1580
multibillion-dollar,9189
holding,478
rouge,4360
widespread,2420
gangs,8981
corresponding,7344
earmarked,6874
aircraft,1486
attitude,3151
excluded,8926
corners,7967
enthusiastic,8052
fragile,6042
shipbuilding,6633
flight,1997
several,249
appropriations,1352
meridian,5455
flush,8957
novello,9965
technically,8453
eugene,6891
lobbyists,6111
carrying,2588
precision,8323
white,446
manufacturers,930
experiments,2856
nugget,7580
fighting,2606
banning,4429
exact,4276
harris,2738
systems,417
book,1285
dollar,332
whittington,8546
grades,7454
happening,3838
shanghai,9819
chrysler,1956
excuse,5387
gasoline,2442
barrett,9866
applause,7852
pushing,2501
finkelstein,8949
france,1001
credit-card,3363
central,876
creditors,998
r.h.,9786
personal,629
laser,6992
worth,985
ontario,7044
exceed,2604
generations,6050
ai,8596
trudeau,8485
chunks,9634
wiped,8550
lambert,2004
ambitions,7255
badly,2428
limbo,9115
s.a,7683
unpublished,8501
counterparts,4659
businessman,4639
expanding,2605
manufactured,5175
mcgovern,5724
luck,6513
downturn,2528
seemed,1830
currency,819
era,3374
either,705
graduates,8992
hourly,9028
leventhal,8206
los,639
compromise,1959
windsor,9570
features,3177
shoes,5530
indictment,3190
daf,7352
still,147
hat,6937
loans,362
threw,5856
distributes,6862
widened,5047
first-quarter,7429
bakker,8642
pleasure,9262
greatest,3383
perfectly,4960
produce,980
radiation,4774
gerald,4123
rick,9360
'll,921
actions,1603
spots,5238
liberals,7526
mile,7556
disobedience,5102
agency,302
usx,1503
dependent,6842
michael,796
downgraded,6009
impetus,9043
edgar,8884
wedge,9561
banker,2369
same,312
stanley,1348
reupke,9353
automatic,4625
narrows,9197
pictures,2271
digest,6851
headquarters,1204
mansion,9137
rate,158
poverty,2872
slight,3419
politician,7067
gross,2001
south,435
artificially,8626
kitchen,8191
junk-bond,1763
forecasts,2305
annuity,8612
baskets,3795
segment,1577
katz,3848
l.a.,9096
sherman,9404
bally,3667
puts,1866
beings,7279
coast,1813
bid,257
royalties,8380
ruth,5820
enters,6885
fledgling,6427
welfare,5875
affiliates,3662
hundred,3386
current-carrying,7351
sounded,9433
invariably,8163
ceramic,7920
destroyed,5650
right,382
site,2506
deeper,5092
interview,1224
himself,1052
nights,5745
tracked,7192
participated,6560
unity,8498
circulation,2903
breakdown,5919
refining,4174
intermediate,4725
hurt,1005
connolly,7955
angered,7259
alcohol,4413
's,9
watch,2245
university,596
s.c.,7685
films,4282
outperformed,9762
weekes,7807
reins,9332
via,646
cadillac,8716
liberty,6505
conform,7337
mount,4946
castle,7913
cabernet,8713
store,1365
somehow,5235
louisiana,6510
advertised,8590
leaders,815
taught,5554
garratt,8103
purpose,2628
mehl,8231
kobe,9092
licenses,3852
four,346
into,91
sink,9420
highest,1590
teagan,9483
use,269
cheney,6345
guarantees,2002
beer,2333
#,686
newark,6132
admitting,5891
confiscated,7953
ordinance,9226
fasteners,8940
retreated,7112
exercise,1735
privacy,7635
nasty,6535
shooting,9821
historically,4718
funds,193
opponent,7045
predictably,9781
corruption,4877
robot,8373
flat-rolled,9979
hemorrhaging,9017
pork,6573
house,165
kurt,9094
reasons,1740
bancroft,8644
preclude,9276
dismiss,8013
probing,9293
warranty,8533
means,863
prefer,3309
year,40
renamed,9339
goodson,3837
d.,673
dying,8881
disk,2791
equipment,548
alleges,5064
dominance,8023
judiciary,5163
detectors,5996
boasts,5599
teaches,7759
nominal,5471
successor,2696
listening,6110
herbert,6063
sinyard,6636
performing,4961
every,538
gallery,5406
false,3268
iran-contra,4728
according,214
entrepreneurs,4897
otherwise,2404
life-insurance,9113
cattle,3357
carolina,2080
holder,3090
14-year-old,9583
residential,3410
governing,6450
toledo,6242
amended,4610
edisto,6877
recommendations,4547
strapped,7163
pinpoint,7616
train,3549
thomson,3049
decisive,9654
joined,2028
witter,3659
neighbors,5744
theirs,6674
fishing,5397
falls,3082
eventually,1413
obstacles,5750
ignore,4131
saving,4787
osha,6146
seng,8396
trim,5036
freeway,3086
rail,6184
surprises,8447
ivan,8169
plenty,2943
exodus,5665
utility,1924
defenses,7991
curry,6375
slated,5230
gen.,2801
pretrial,9286
supercomputer,4381
teachers,3048
picket,9255
movies,1974
senator,2957
nonetheless,3294
lack,1428
offers,1333
expertise,4696
comfort,5339
mack,9131
sector,1070
carbide,5081
poison,2944
libor,4507
softer,5833
dizzying,7380
debate,1546
vital,6703
sparked,4574
sank,4998
seabrook,7691
aid,868
gasb,8983
bsn,9934
pigs,8302
candlestick,5322
cray,1544
immediate,1934
premium,1256
personal-computer,8295
fraction,6913
catalog,4642
alternatives,2422
swell,9470
analyze,7258
bowes,7897
psyllium,2747
testimony,3648
brains,8682
montgomery,6529
tracking,5560
j.c.,5698
robin,8372
steer,9448
post-crash,9268
timely,7187
brothers,997
incest,3982
helpful,6940
loses,7003
palace,9237
mechanism,6119
h.h.,9002
nikkei,2622
missing,3395
actually,1064
devaluation,6387
comex,7943
pemex,3867
tyler,9528
swiftly,5848
modernization,9171
parents,1888
pregnant,4166
summoned,7744
known,708
donating,8866
tell,1349
prints,9908
closed,248
greens,9704
catalyst,5934
disk-drive,9664
montedison,5740
i.,4130
lately,4310
improves,7483
slipped,1919
running,1123
enthusiasts,8905
mlx,9988
territory,5257
dark,4669
bag,6761
wanting,9557
transform,6244
base,976
subscriber,9459
helped,743
killings,6983
clear,726
definition,4104
salinger,7122
indeed,1006
policies,1317
overly,7587
con,8769
derived,8000
rout,9813
exports,1000
revco,4179
dangerous,3581
cite,6806
contracting,7340
inflation,618
fleeting,9692
crises,6373
charity,3803
telegraph,3133
europe,545
discretion,6857
expectations,1414
shops,2635
crew,6372
does,175
lynn,8215
someday,9431
line-item,2353
completely,3360
distant,6861
holders,674
patch,9241
airways,2765
journal,916
retailing,2409
comptroller,4097
can,89
seizure,9392
clobbered,8751
tenfold,9484
n.c,7028
marathon,6518
consolidating,6815
damage,515
jeep,8176
believes,1094
collectors,9640
menlo,7019
artists,5069
tom,3547
sell-off,2822
locations,4937
copy,2998
s&l,3413
repeat,5805
portfolio,683
infiniti,6081
municipalities,8249
fits,5398
fierce,6421
proposed,497
aichi,7251
published,2406
crunch,4662
colo.,5955
infected,4923
crews,6823
beginning,933
vietnamese,6261
citing,1958
priorities,5201
amr,2981
boss,5076
subsidy,7168
shaky,6628
drop,470
versions,3777
accuse,7834
timetable,6679
undervalued,7779
healthvest,3704
basin,8647
old,393
asserts,5589
gardens,4122
bronx,6332
definitively,7993
aided,5061
bearings,6312
step,1213
provided,1305
redeem,4548
nbc,1795
mccall,7014
jan.,2097
hurdles,7475
high-technology,8135
makeup,9738
dick,5369
deputies,6843
bread,7289
seat,2690
carried,2375
ringing,7676
legally,8203
electric,934
additional,579
general,187
unwarranted,8507
rewards,5519
newer,6133
write,2367
filing,963
series,445
customers,526
tacked,9832
bike,3670
issuing,5160
amount,541
demands,2660
mill,3498
transmission,7771
beebes,6771
virus,5043
surviving,6661
raising,1417
drives,2060
so-called,1363
session,1091
urged,2244
forward,3478
bleak,6320
applying,7263
undisclosed,6695
fires,6424
opens,6144
negotiations,1399
concord,7950
toward,814
elaborate,2530
five-year,2665
estimates,778
bound,7896
southeast,4572
danny,9652
seymour,8400
gently,9701
september,311
bipartisan,5914
protects,8335
phillips,1890
analytical,7257
element,5378
effectiveness,7394
filings,2920
composed,7949
ldp,4140
dialing,8846
load,3195
intimate,5697
repurchase,3750
jeopardy,9722
storm,4194
cabrera,5079
breach,4856
indicate,2176
checking,7924
d,5636
per,1040
posts,3512
polish,3208
explosive,8931
similarly,4037
willful,9969
battled,8649
determination,7365
onerous,8281
handicapped,9006
packaged-goods,6555
interstate,1936
received,517
doing,839
trash,7196
averaged,3930
photo,7611
diamonds,6389
morgenzon,9180
retail,907
strategies,2237
tip,6680
bowl,6784
presidential,3210
secretaries,9390
cuts,1287
pre-trial,8322
navigation,1658
petco,9251
buys,4087
values,1695
short-lived,9409
hammond,7462
advisory,3784
attendants,4622
argued,2118
hurricane,1145
wealthy,5873
exclusivity,8927
cost-cutting,5355
zenith,8565
nynex,5749
pockets,6165
greater,1221
peters,1209
vax,8515
unit,167
law-enforcement,8201
deeply,4255
two-day,6690
forced,1171
magic,8218
meet,897
council,1325
network,675
personnel,2100
obligated,9217
bail,9603
worsening,8557
hees,7466
fisher,6906
overwhelming,5759
midland,5456
cancers,6339
improper,6952
insistence,7488
incident,5147
solely,5013
disappointing,2434
mattel,7541
returned,2070
admit,6732
commissioned,7945
kim,8190
takeover-stock,7757
prosperity,7643
names,1861
mullins,9188
angeles,747
realities,9315
boosts,5074
towers,9506
kodak,3718
installation,7491
specified,3533
promote,3115
everything,1492
lucrative,3994
instruments,1854
researchers,1244
ig,9039
confidence,1814
jumbo,8183
undertaken,6693
brain,2900
anne,6294
marginal,4943
desert,4259
fresenius,4708
mci,2741
vogelstein,7803
alike,5895
bates,3796
respectively,3628
lincoln,1737
ddb,8825
demise,5990
rarely,4171
artery,6753
md,7544
justin,9959
replaced,3122
hispanics,8136
deviation,6847
programs,560
resource,8365
restrictive,7110
affluent,5282
leaped,7518
ratified,9313
mail-order,8219
improved,1300
man,896
sudden,2571
promised,2626
entrenched,8053
deliberations,9657
regain,5511
myself,6127
bumiputra,8703
sue,8439
prepares,7073
cases,681
t.,2239
deloitte,4105
convince,5626
account,631
lang,2351
reiterated,7665
bailout,2648
bother,6783
primerica,9287
shield,4365
state-controlled,6653
garrison,6442
leads,3193
pale,7593
devote,8004
gintel,7448
exposures,8068
article,1048
ingersoll,3843
sufficient,2965
dynamics,3586
far-reaching,6032
nothing,1029
seniors,8397
earlier,133
japan,203
rico,2322
understand,2243
coal,2339
sloppy,9823
vacation,6259
fibers,5394
commuters,4650
revealed,9356
doctrine,8020
from,20
dynamic,6011
ex-dividend,8922
design,1508
disputes,4887
editor,1704
posting,4165
supervisor,6229
two-tier,9527
symbol,3769
nsc,4751
escape,5383
tennessee,3425
consumers,1132
structure,1771
uniroyal,6698
decent,5361
instance,1223
gates,4710
lens,7523
speak,4191
arose,8623
vivid,9926
regular-season,9329
intention,4724
freedom,2667
earthquake,426
whoever,9929
restrictions,1534
heavier,8130
iranian,6486
setbacks,7695
violetta,8524
bellwether,6313
complaining,6358
father,2388
forever,6909
hazard,9012
andreas,8611
renew,7668
roots,8379
murdered,7565
influences,9054
rode,9809
endure,8902
sufficiently,8440
exposure,2303
neighborhood,3618
p.,3300
cigarettes,3574
nelson,4154
best-known,8655
transplant,8479
tasks,5029
painfully,9236
default,2381
instrumental,9060
tainted,9476
sacrifice,8384
jolla,7504
switzerland,2110
concentrate,3361
universe,8499
reminded,8360
huge,828
spurring,9443
ann,6742
sweeping,3541
underwriters,1724
five-cent,6426
oversees,5188
resorts,4026
hung,9029
clothes,5084
benjamin,6315
sold,238
mcdonnell,6524
refineries,9326
soybeans,5014
propelled,9296
wrongdoing,4605
targets,2640
metall,9154
charge,525
explained,3967
divergence,9667
payout,8290
sign,1230
resignation,2196
concentrated,4868
emigration,9678
sees,2505
punitive,6583
disclosure,3264
compatible,7336
pharmaceuticals,3507
shareholders,590
commodities,2379
ninth,9206
campaigns,4088
consumer,580
grocery,5410
dismissed,3691
sheep,9401
discussions,1964
reminder,7102
dive,8018
bullish,3934
recovery,1663
waited,5571
smaller,1046
partnership,1226
capcom,6796
exporting,8067
communism,8762
veteran,3433
hudson,3840
victim,4214
aids,2117
worries,3781
las,2810
predictions,5493
haskins,9010
livestock,8208
lot,581
local,575
sentiment,3323
equal,1931
persian,9774
confronted,8780
lady,6988
strategists,7735
athletes,6757
appearance,5067
leonard,6995
severance,7696
swapo,9998
needham,7568
halls,8121
cleaner,6350
dislike,8012
esselte,7407
investigations,4301
valuable,3916
hot-dipped,6948
mellon,6120
sim,9995
roh,9371
resale,8364
gitano,9981
cocaine,9639
they,38
care,857
stop,1154
utterly,8512
jackets,9075
retired,2632
mmi,9900
waiver,7221
depreciation,4885
surveyed,3647
named,521
layer,8202
supreme,1155
troop,7772
clark,5333
alone,1322
various,1186
financial-services,4283
polls,3306
gum,6933
neat,9201
anticipates,5065
financings,8079
relationship,1917
competitors,1412
columns,4094
negotiated,3396
p.m.,2187
increasingly,1553
chaotic,9874
opinions,6145
courtroom,5358
dominion,7383
packed,7591
promise,2036
authorities,1872
shareholder,1030
rainbow,9310
sen,9397
ways,1138
editorial,2479
sec,1134
returns,981
officers,2679
auctions,5909
olympia,7042
unprofitable,7787
jurors,3847
segments,3528
utilization,5566
midler,8236
shippers,5007
code,2378
corps,5972
h.f.,8118
agreement,331
institutions,822
drinks,6870
dataproducts,4670
makers,765
cfcs,3802
rebel,7655
gets,1511
activity,801
booming,4853
cope,4657
abortions,2980
amounted,4417
draws,7385
suburb,7740
chief,151
banco,2331
disagreed,8007
link,3288
tour,6243
quickview,9305
middle-class,7554
calculate,9870
reap,8347
statutes,8431
marlin,6521
schools,1647
sliding,8420
federation,3700
inc.,80
extending,5667
dragging,8872
feb.,3829
exposed,4115
classic,3575
chiefs,7315
occidental,6142
efforts,700
misses,9168
help,333
laundering,9100
downgrade,6866
creativity,5976
won,1076
should,205
sung,7745
operator,2143
mass,2676
predictable,7628
guterman,9982
wish,3140
insure,7492
mild,9160
provider,5205
rupert,9376
expelled,8930
underwriting,4392
evaluate,5385
morale,9178
esb,6889
jacob,8172
beaten,8651
nev.,7571
irresponsible,6489
bankers,1014
recognized,4018
november,1453
roller-coaster,9811
christopher,2994
minpeco,4516
next,130
rudolph,7682
establishment,4274
excellent,5118
malaysia,3394
surgeon,9466
combustion,6356
phil,7609
occurs,5751
jolt,6975
twelve,9843
responded,2883
comment,469
endorsed,5379
late,291
unavailable,6253
disaster,1356
missed,5459
cms,6810
subordinate,7738
violin,5870
dipped,7369
plagued,7065
cruise,4661
dies,8848
poland,1228
root,7679
full-year,4476
safer,5522
12-year,6277
affordable,8592
savings,745
roman,2634
graphics,2259
remic,3040
six,363
event,1932
potatoes,7069
require,1211
subsidiaries,2570
specialist,2569
dominant,3955
marxist,8224
milan,4325
responses,5214
cara,9873
moments,5739
called,340
oregon,4528
reflects,1718
possibilities,6574
scheduled,834
declined,412
declaration,6379
channel,2524
originally,3109
winter,2706
illustrates,6074
wives,7226
couples,4450
endorsement,8046
recapitalization,2878
there,83
level,461
frozen,6435
woolworth,7819
displayed,8014
offer,208
prelude,7629
falcon,6418
hear,2541
cutting,1929
weigh,6710
reservations,6194
computer,224
mediator,5727
crushed,8806
testified,6673
renault,5515
hearing,1789
furniture,4479
plate,5491
became,977
criminal,1465
mayer,7542
fan,6899
franklin,3479
adversary,8589
reacted,4172
permitted,3207
hart-scott-rodino,8127
undoubtedly,9844
peninsula,9768
river,2011
struggles,9829
tickets,4387
bills,613
francs,1004
studio,2324
meaning,3997
small,300
protecting,5204
strategic,1770
reduction,1500
newhouse,6539
clout,5950
ranking,6588
artist,3664
educators,6878
appointment,3663
l.,1571
congressman,3942
tried,1602
tissue,5260
grey,9706
probe,3742
separately,1258
phones,6158
significantly,1769
falling,1760
addressing,6729
california,295
rod,7116
relied,7100
fha,4118
animal,4070
whitten,5046
bulk,2720
punishment,7649
choices,4647
single,1136
phase,4533
farmers,1190
price-earnings,9783
profit,177
proceeding,5786
trump,3911
saab,3414
bear,1635
e,8882
response,1120
entering,4689
overtime,5484
pickens,9254
sixth,4367
observers,2451
salesman,4997
sentence,4186
indicators,3092
tangible,9479
ray,6186
suitable,9462
shearson,937
rehabilitation,8357
appearing,6295
checks,3071
to,5
nikko,6135
ride,3041
cease,7918
forecasting,6041
song,4190
akzo,2898
defects,5362
naval,5467
echo,8037
advance,1631
described,2166
hastily,9709
arrange,7861
agree,1838
slip,5012
insists,3714
distribution,1784
number,297
clinic,6351
forge,8093
scare,8389
hills,2396
will,33
chains,2589
penalty,3206
imposes,8151
'80s,7232
apt,7856
republicans,1665
lower,230
butter,9623
satisfying,9383
learn,3391
panic,3866
wary,4399
programming,3211
armonk,7267
box,3671
pegged,6152
acquires,6727
wars,3657
pepsico,7061
sperry,7722
markets,190
tours,8476
projections,3039
sponsored,6650
incredible,9715
priced,424
contract,315
consider,928
coupon,1652
horses,6947
contends,2297
noise,8265
earn,2919
shopping,1978
stadium,2961
andrew,5899
earned,1019
exercised,5388
completion,3808
delivered,2914
emergence,9676
lawyers,689
nam,8254
scotland,8393
mean,1476
restraints,9802
predicts,4341
troubles,2516
snapped,5232
detailed,3077
copies,3259
lawsuits,2179
effective,1143
hot,2805
technologies,2240
pickers,7063
white-collar,6712
nuovo,6543
violated,4215
productive,9294
fujisawa,8977
signs,1692
meals,8229
ocean,4526
freeways,7439
cost-of-living,8797
muscle,8251
color,2654
however,227
two,75
avoid,1262
planning,1346
connaught,3943
hall,2484
moderate,2449
contain,3810
overseeing,7588
tony,4205
objectives,4332
scottish,7129
tightened,8464
furukawa,7444
phone,1685
chair,8734
stock-market,2415
drum,8875
mention,4147
lend,3990
streamlining,5841
preliminary,1976
aeronautics,7249
pcs,4759
settled,1627
jayark,9076
municipals,4744
youth,5579
acquisitions,1485
fairly,1966
hoelzer,9023
brokerage,856
tesoro,9489
outright,7051
price,115
emerging,3170
led,658
that,10
threatening,4587
non-interest,9945
wilson,5276
worried,2115
applications,2519
magazines,1450
backlash,9863
medium-sized,5729
sections,7133
whom,1728
garcia,4285
tailored,9833
soap,7713
inspection,7489
pitney,8305
boys,4855
high-grade,4293
grab,6926
cherokee,8740
faster,2346
marched,9741
recommend,4984
hanging,8123
objections,6139
jonathan,5700
function,5128
latin,2811
connecting,8781
environmentalists,3964
octel,8275
examiner,5662
citizens,2377
ethiopia,8060
unauthorized,7203
facsimile,7417
unidentified,8497
court-appointed,9878
florida,1849
winner,5576
shoppers,7140
solar,5234
causes,2902
injured,3712
withdrawals,5879
standstill,7158
adjustments,3442
pence,1345
scenarios,6616
flows,4704
establishing,5116
qualify,4544
express,1021
taxpayers,2200
dreams,8031
mac,2489
expired,4902
anxiety,4613
enact,8044
caltrans,6794
vehicle,2077
petrochemical,4009
grasp,8993
high-school,9020
skiing,8418
surging,9467
rain,4546
intellectual,5155
eligible,3821
models,1911
legislators,3097
indicates,2613
middle,2677
implies,6076
disks,6002
scripts,7690
acquiring,2204
oklahoma,4753
automobiles,6301
preventing,5782
richer,8370
incorporated,7485
kidder,1086
bureaucratic,5924
boomers,6324
planners,2686
afternoon,1730
landscape,5441
police,1401
accrued,4829
ncnb,9200
life,390
collection,2842
schaeffer,9385
targeting,5252
introducing,6485
yourself,6719
concluding,8774
recently,376
accommodate,4061
deficit,820
macdonald,8217
such,88
robins,7115
delay,1930
ben,7884
resulting,2751
milestones,6124
involving,1570
pete,9775
eyes,3476
regarding,2630
helicopter,6062
egg,2601
reductions,3313
contributing,5352
regret,7662
pa,6553
attorneys,1840
del,5363
ab,3920
trough,7773
publication,4016
noble,8264
safety,1268
300-a-share,5051
somewhat,2758
exceeds,5663
harsh,7463
c$,1505
nickel,7572
catholic,7309
reform,1480
administrator,5058
carpets,8725
pat,8289
niche,6134
charles,1371
allocated,5897
growing,774
canada,725
scuttle,6620
murder,3859
deliberately,5989
partnerships,3505
blue-chip,2719
airports,6736
pregnancy,5199
tandem,6666
upgrading,9542
grains,6928
theaters,7763
shutdown,7702
cities\/abc,7930
task,2017
drew,3008
subject,967
donaldson,2792
amendment,1839
december,923
holidays,9024
constructed,9648
signal,2413
intend,4496
jeff,6090
inform,9055
exceeding,4900
convenience,4875
relieve,7101
bnl,6322
daikin,7981
pennsylvania,2357
capitalists,5932
discarded,8009
visited,4217
sherwin,7700
burst,7296
tw,3775
gnp,3275
boy,6327
biological,7888
consequently,6814
budgets,3673
mid-1970s,6527
irs,1053
equally,4273
certainly,1527
anthony,4071
match,2400
heroes,9711
moon,3731
chemistry,6805
entitled,6402
investments,744
reporter,4176
most,90
taxes,958
solved,7717
breath,7899
cease-fire,6800
hazardous,7464
confused,7954
spate,9434
would,42
young,848
prosecutions,5789
introduced,1192
secret,2955
campeau,1672
unclear,4208
liable,5709
nomination,6136
basic,2248
efficient,2728
delta,2790
r.i.,9308
pressing,4969
naming,8255
stockholm,4580
rev.,6602
massacre,5452
debentures,1297
sanford,4559
debris,7357
proving,5502
electronically,8893
stunned,7166
drivers,4268
executive,154
one-half,8280
insisted,3713
measure,854
accepted,1729
measured,3497
mosbacher,8247
midwestern,9158
oy,7590
belgium,5598
henry,2924
rubble,6200
