valiant 815
credent 5189
daggers 7944
herald 2082
southern 6277
there 82
mutton 5863
victory 970
balance 7055
still 230
dew 1740
friendships 8729
continuance 5153
fisting 8580
private 1297
margaret 244
remembrance 1562
engenders 5365
oppress 5905
accompt 6773
object 2354
extinct 8454
mothy 9891
gaol 3414
goose 2586
hasting 8988
lethargy 5766
butcheries 5040
maker 9662
league 2095
ditch 8204
become 651
enfranchisement 5363
marble 3513
traveller 6445
celerity 7507
coldest 7644
alighted 6864
diversely 8207
concealment 5128
quake 3613
low-born 9617
foh 8643
lost 502
comes't 7664
denials 8044
after-love 6832
famine 8493
out 122
side 647
trust 604
reasonable 4496
return 516
sufferance 3131
puling 6065
changed 1151
fatherless 8506
gentleman-like 8799
over 718
silly 2706
birth-place 7228
well-spoken 6569
green-sickness 8901
blisters 7260
ashes 2793
proportion 2125
wakes 2184
scorn 966
mockers 9868
handled 5585
forenoon 8670
resolute 3644
brother 131
ill 678
latest 3493
batten 7097
bewitch 4978
willoughby 1702
o' 4390
'that 6715
copious 7809
gallia 8767
careful 2250
hopest 9126
lighted 5771
roses 3082
physician 3582
institute 9308
directions 8118
latches 9483
encounter 1031
quaff 6077
amazedness 6888
rank 3620
fob 8639
lineament 9562
rages 3615
gay 4186
divines 3358
began 1858
abortive 4825
halbert 8949
collect 7649
partial 5942
disposition 1508
plebeians 3050
forfeit 1903
quiet 1047
tricks 2740
alliance 1845
berkeley 1860
benched 7174
learned. 9511
hoarded 9091
precise 4455
fellest 8530
barne 4945
alexander 4871
clapp 5094
plot 1658
arch-villain 6964
helped 5608
call'st 3930
childish-foolish 7561
devilish 2547
gelded 8789
severity 4557
returned 3648
asker 6983
faces 1516
late 527
revoke 4521
dedication 8001
defenders 8011
bespeak 7195
lids 9537
hortensia 9135
utter 1697
moral 3532
grumbling 5567
forswear't 8685
pull 6066
for't 1280
called 1496
lie-giver 9538
archbishop 2220
familiar 3383
chaos 5075
ulysses 4698
crow 2536
cypress 5215
concerning 7708
marvel 2627
here's 9058
hollanders 9104
actors 6789
bounty 2813
songs 4590
degree 1616
grumio 322
bon 7291
magnanimity 9644
hill 2945
applied 6948
cut-purse 7935
powers 1659
'ever 6641
found 559
charnel-house 7531
reports 6125
empire 8340
mice 9781
lesser 1922
aim 1716
slip 2142
mulled 9906
furred 5510
soldier 703
belgia 7164
insinuating 5696
metres 9778
monument 2108
minos 9805
spread 2418
lucrece 9619
virtues 2004
events 3379
ditty 8205
forspent 8684
continuing 7776
beget 2490
monstrous 1649
plough 4444
prevails 4460
father's 8505
seized 2694
attention 7007
faultless 8511
measure 827
impertinent 9224
unconstant 6478
slow 1811
abide 1842
kissing 3486
dicky 8097
rescued 4512
course 671
grieving 8909
knots 5738
yonder 1261
supposes 6363
minions 9802
resembles 6126
neat. 9943
hostile 5637
summers 4639
labour'st 9448
tell'st 6395
censures 5069
alps 6881
anne 447
flaunts 8604
wore 2463
distaff-women 8186
births 3894
client 7617
north 1939
devout 5270
stinging 6316
easter 8302
esteem 2284
lower 2334
great-bellied 8895
slanders 4576
safer 3657
petitioners 5967
heavy-gaited 9032
arriving 6974
paper 1456
wagging 6551
livery 2331
challenge 2253
kick 9424
paying 5948
jealousy 9370
gallants 8764
wedlock 6562
jugs 9404
speak'st 2145
successes 6352
sleeps 3687
pond 6002
think'st 1310
meetings 9756
honey 2948
behold 667
carelessly 5058
chattels 7538
ruthless 2393
imparts 9220
fearless 4141
encouragement 5359
appointment 4894
arch 4900
goodfellows 8859
limits 3501
mistrusted 9855
bird 1727
seeds 6206
miracles 9809
lammas-eve 5744
deaf 2541
destined 5263
'fine 6644
fierce 2290
cottage 5171
sequel 6210
lodging 2987
bliss 2235
say'st 1674
'thanks 4806
hypocrisy 9181
stuff 1476
fondness 8649
breathless 7338
cluck 7629
wave 3780
contending 7770
enemies 655
'pardon 2205
adorn 6805
lean 2325
here 64
laying 9498
drugs 5330
backs 2222
recorded 6101
nettled 9962
delight 2042
hand 165
lock'd 9580
honey-mouth 9111
nicely-gawded 9980
glory 995
babe 1330
earnest 2052
signal 2704
bed-fellow 7126
sicinius 242
famish 3384
gloves 2930
correcting 7819
banishers 7063
tempted 2729
inclined 2315
tenth 6400
sweat 2431
cloudy 2514
chertsey 3949
fouler 2924
sweetly 2432
endeavours 5360
ashore 3233
married 551
bereft 2493
storms 2722
bethink 1726
liar 3498
departed 5250
hests 9067
arrests 6972
costard 7825
bate 3247
precious 1082
mitigation 9862
infuse 9281
blunt 1145
daughter 221
sum 4638
departure 2544
crafty 7880
yond 1841
encountering 8354
chiefest 2838
hereditary 5612
inconstant 3470
made 138
lapwing 9478
respects 4517
dazzle 7976
new-christen 9970
enjoin'd 8371
devonshire 8084
boast 2810
ambitious 2216
pursues 4481
forthwith 1753
prisoners 3605
temperately 6396
longed 9596
odd 1942
toe 3743
unreasonable 6502
fears 1750
buckle 3919
feeble 4144
room 1564
door 1221
coventry 2534
likely 2097
enfranchised 8364
enacts 8347
limp 9558
depopulate 8054
eye-glass 8461
tragic 4684
frowns 2068
fiery-footed 8553
precipitation 6016
subtle 2155
conform 7730
key 3483
wept 1701
hap 1530
lawless 5753
relation 4503
manifest 2996
chopped 7573
musty 3540
attorney 3856
appendix 6941
bleed 3898
aught 1329
ha 584
blindly 7258
vigour 4731
endue 8359
temperance 3728
convey 1613
afternoon 1715
hateful 1636
tenderness 3143
clog 5100
freezes 8718
upon 90
forbearance 5466
cleansing 7609
sea-sick 6195
possessions 6004
highmost 9077
unstanched 6508
sup 2430
running 6172
occasion 1237
commands 2517
felony 8537
fertile 5437
provost 314
entitle 8390
awakens 7034
debate 7985
lodgings 9585
main-mast 9653
thigh 6407
grassy 8883
marr 3514
impotent 9231
sack 3656
event 2899
encamp 5355
purblind 6071
clime 5098
sons 722
price 2368
vile 1199
wive 6595
agony 3830
dispropertied 8178
mould 3533
lordship 1041
injustice 2956
mid 5833
enforcement 4104
sends 1678
demesnes 5246
consuming 7763
part 272
bounteous 5005
cretan 7894
naturally 9936
returns 4519
marcheth 9687
weeds 1320
humorous 5645
steed 2717
seize 1303
eaves-dropper 8304
letters-patents 9531
ashamed 2484
lust 4332
in 14
tongue 268
assisted 4916
diomede 8115
rogue 1672
craftily 7877
strike 554
amen 904
enamour 8348
ceremonious 2834
deep 580
howsoever 5641
obsequious 5897
molto 9875
sprites 4604
behind-door-work 7156
enshield 8380
slender 4578
headlong 5600
dub 8273
coffer 7638
betimes 1861
banishment 906
narrowly 9934
spurs 3119
gawds 8786
rude 1380
persuades 4426
contrive 5156
clients 7618
looking 1643
extraordinary 8458
'knocking 6666
westmoreland 2187
harmful 5592
mine 119
joseph 5720
heart's 9020
hapless 5589
chamber-councils 7519
evils 2901
thankings 6404
floods 4163
oh 2357
consequence 2854
mountains 5857
necessity 2111
eyed 5409
'scape 2769
ado 1843
cool 3993
deserve 1156
edicts 8309
mankind 4342
crafted 7876
butcherly 7402
obsequies 4396
divining 8211
foretold 8674
understand 1253
bath 7092
studies 4625
mocked 5845
nieces 9983
surcease 6366
beaten 2487
losses 5785
patiently 4415
chin 5086
mistaken 9848
unknit 6492
prattle 6013
gout 8868
hereto 9063
devil 673
casa 7485
maze 9729
shining 6229
abundance 3815
'scaped 3809
petruchio 148
famously 5417
dear-loved 7981
iii 211
nearness 5871
cancel 7440
extremest 3381
hates 5594
bull 5038
holier 9102
fasten 5420
stand 208
foil 3401
forefather 5468
kingdom 841
ruin 1467
perused 4427
vain 1057
superfluous 6362
ensnareth 8382
bandy 3866
lukewarm 9620
frisk 8734
moat 9865
presume 2662
travelling 6446
appears 2789
congealed 5138
jet 9377
northampton 5887
ill. 3458
ordered 5911
poll 6000
meantime 2629
maims 9651
antique 6923
china 7565
descend 2545
affection 1097
cares 1271
entombed 8392
cries 1341
my 10
half-pint 8955
adjudged 4844
wailing 4736
tokens 6431
apparel 1487
maim 5799
destroying 5265
bolster 7289
debile 7988
mild 1648
characts 7527
turned 3758
bawdy 3874
intermix'd 9328
clamorous 3954
velvet 2448
disvouched 8203
definitive 8017
hollow 1443
avenged 7030
difference 3347
gentle-sleeping 8798
correspondent 7821
diet 5274
youth 666
strumpet 3711
granting 8880
portion 4449
comondy 7685
businesses 7399
pleaseth 4440
rascal 1799
kindly 1641
flayed 4160
rooted 6162
doth 144
seven 1083
rebellious 6097
sums 6359
bereaved 7184
is 15
assault 3234
barbed 7069
dugs 5333
woman 377
gives 1070
dissever 8185
lungs 3509
unsuspected 6509
'commend 6630
redeemer 6104
unless 606
sleeping 2141
fraud 8710
seals 6197
person 536
bridegroom 1867
carver 5063
excess 8425
'unjust 6721
'jump 6664
sheriff 6227
destruction 2273
fewness 8547
i' 9184
ugly 3760
effeminate 4093
disguised 3352
unwonted 6517
hereof 5613
question 1180
new-risen 9975
forsook 4173
grudges 8925
bearing 1490
harp 2590
true 150
rung 6170
billets 7224
facit 8470
beginning 3881
prospero 409
ape 3227
hairs 5582
annoy 4883
dyed 8289
meagre 9733
emilia 2055
fade 5412
cheek 1337
buzzed 7414
spiders 3697
dukes 2051
purposes 4479
islands 9358
profess 1791
displant 8171
bridget 7350
possible 1372
harms 4217
benvolio 378
also 2476
ambling 4878
loathed 2983
conn 7744
broad-spreading 7359
heinous 2943
quietness 6083
hoist 9098
humbler 9163
contentious 7772
danger 984
severe 3673
joint-stools 9386
shows 899
garland 2070
gun 5575
'mongst 3199
join 889
chestnut 7549
emmew 8338
burthens 7396
towards 831
autumn 4929
wealth 2454
chid 7552
wears 2457
stooping 3706
pomphey 6001
jested 9375
stripes 4621
slaughter-house 4577
circumvention 7593
surely 1994
goodly 863
favourites 5425
shift 4563
smiling 3689
bianca 404
intelligence 2319
gossips 4200
buzzard 3927
elbow 654
eve 5384
gratulate 5555
slippery 6256
capulet's 7458
conjures 7743
world 185
contracting 7777
saw 434
abbot 3205
applaud 6943
irremoveable 9356
laments 9464
third 360
tilth 6426
'em 834
faithful 1894
revolts 6140
murderous 3017
range 6089
stark 3701
rub 6166
hereabouts 9059
goddesses 8852
dollar 8217
lord-ship 9604
due 1348
foul 452
meddler 9745
destroy'd 8074
concerns 2848
dealt 7979
malmsey-butt 5807
groweth 8923
attires 7011
cleansed 7608
foulest 8696
held 915
believed 2804
manifold 9681
infant-like 9269
worcester 6599
tinker 6428
doers 5310
physic 3046
diest 2878
offenders 4397
spurr 6294
fines 8567
budding 7377
inquiry 9298
fie 582
promised 1046
mischance 2106
cupbearer 5204
digressing 5279
littered 9569
acclamations 6770
yours 446
dump 5335
ancestry 6907
land-damn 9471
goest 4198
plant 1657
measles 9738
to-day 695
giant 4191
lulls 9622
overboard 5919
did 105
hips 9085
allowing 3834
daws 7973
ballads 3865
frets 8725
spirits 1388
air 578
cot-quean 7826
ale-wife 6861
cut 610
jointure 4284
deposed 1275
fit 746
commanding 3309
deserts 4040
intercession 4273
torture 2441
adorns 6807
irrevocable 9357
hither 344
before 146
annual 6918
possessed 3593
tyranny 2001
apace 2480
curtains 5212
predominant 6018
sweeter 2161
mess 4355
horn-pipes 9128
needs 894
conjure 2266
playfellow 5993
house 233
customers 5213
fulfil 5502
england 457
colic 7646
direst 8119
gems 8790
suppliant 4643
flames 8591
deny 783
fire-robed 8572
loathes 9577
studying 6343
fortress 8692
lamentable 2614
family 8492
canopies 7447
peerless 5952
chameleon 7522
afflicted 4859
fallen 2905
visor 4734
stake 6301
custard-coffin 7933
sincerity 6242
whate'er 2188
succession 2426
leads 1546
hundred 954
relate 6113
invite 5705
dagger 1614
unlikely 4709
forbid 992
new-beloved 9968
signories 4572
fares 1278
attentive 4924
meed 3003
meacock 9731
twos 6469
bettering 4976
appeal 2021
cushion 4014
temporal 6397
confusions 7733
instinctively 9307
crotchets 5197
spirit 540
sadness 2394
heel 2940
shields 6228
mildly 2634
daub 7968
strong 771
prerogative 3602
cross 983
thoughts 542
misdeeds 9827
compare 2262
dunsmore 8285
lilies 9554
meditation 4350
harmless 3431
public 2126
whipped 4761
caparison 3933
lark 1772
messes 9771
scars 3666
verge 4727
strokes 2153
dibble 8094
prize 1463
isle 1640
sensible 3100
sedition 6203
judges 9399
added 3211
gorged 8864
basilisk 4950
'is 6660
loves 714
builds 5037
vent 3168
peradventure 4421
feeder 8526
wagoner 6552
numbers 3032
spake 1187
daunt 7969
bankrupt 3244
devouring 5269
incision 9249
belong 3882
sampson 1051
bed-swerver 7128
gilded 5536
bustle 3925
lovely 1775
deaths 2039
rayed 6095
englishmen 8367
base 854
bonfires 7294
giglots 8811
whom 249
island 1771
hurt 1444
sister 461
drowsiness 8267
ope 1783
master 214
betwixt 1142
house-keepers 9146
debase 3334
drunk 1160
daintiest 7946
many-headed 9686
chat 2509
helmet 9050
wits 1588
lessen 5763
drachm 8236
care-crazed 7467
bents 7182
duties 8287
amiss 2217
accusation 2471
winning 6589
striving 6341
once 247
dallied 7950
pounds 3596
wring 3193
hooted 9123
di 8089
balthasar 1407
shall 42
embowell 8332
arrive 4909
currants 7927
marks 2103
kinsman 999
vex 2178
sweeting 6377
quick 1118
circling 7589
our 45
inexorable 5679
redress 2132
approved 2791
gloucestershire 5543
remove 1961
afresh 3828
create 3326
discomfortable 8136
fearful'st 8515
liberal 2618
'heart 3805
scare 6186
torment 2172
lustre 9630
lizards 9572
blame 1144
safely 2687
dian 2548
inhabit 5689
hellish 9048
start 6305
dust 1224
month 1778
future 4183
conquer 2524
embraced 3374
parks 5940
trimm 4692
night-foes 9985
have't 5596
silent 1808
than 72
apple 6944
levied 4310
troublous 3756
affairs 1326
chafes 7517
nipple 9994
usurps 4723
flaky 8588
went'st 6571
bier 3891
selves 4550
horsing 9134
marvell 9713
'sigeia 6706
labours 5739
conquerors 5141
judicious 9403
frosts 8738
aground 6844
fun 8746
forenamed 8669
napkin 3543
louder 3507
lightens 5772
throws 6420
believe 426
chiding 7556
putting 2671
disclosed 8132
uttered 6522
lisping 9566
montague 385
lay'st 9496
toys 4682
double-fatal 8225
villany 3774
ministers 2636
house-eaves 9145
marcians 9690
keeps 1286
diligence 4048
minutes 3007
ballad-makers 4938
armour 1597
tyrants 6473
kernel 9421
does 440
watchful 4744
burst 2027
royally 3654
fixes 8585
habitation 8938
citizens 609
streams 6334
witless 6594
humphrey 9166
fort 5485
hence 232
bourbon 7313
good-night 8858
perish 1459
katharina 264
neck 959
lour 3508
fosset-seller 8693
assembled 6989
tapster 2163
defacer 8006
decline 7997
corrected 7818
she 66
'thwack 4809
bragg 7322
shores 4565
tatter 4658
villain 430
sad 701
endured 2281
thence 756
'remember 4801
holes 5624
burtonheath 7397
beetle 4958
thine 256
chastised 7536
newer 9977
period 4424
lewd 2977
town 934
collars 7648
lived 958
expedience 8437
grants 5551
'mong 6682
integrity 2605
smooth 1982
issueless 9359
process 2663
distress 3355
hides 4231
below 1600
betrothed 7208
eats 5349
pratest 6012
fair 160
wiltshire 2460
embarquements 8329
friends 215
crammed 7881
counts 5177
sweet'st 6375
saying 1806
scandal 2395
freshness 8724
eagle-winged 8290
virtuous 848
custom-shrunk 7934
contradiction 5155
houses 1637
monuments 9880
turns 1397
microcosm 9783
high 478
minnows 9803
wives 1402
fretting 4180
an 98
information 5685
discredit 8141
consolation 7753
incorporate 5671
becomed 7122
'two 6720
wot 1482
during 5339
counterfeiting 7836
provided 2375
shroud 2702
belock 7170
sung 3717
beach 7107
blinding 7257
arbitrement 6962
sooner 2413
tears 310
beyond 1410
fronts 8737
stings 6317
eaten 2559
alike 1594
council-house 7830
by 40
declining 5233
dared 2871
loam 9575
remit 6120
ribbons 6142
negligence 5875
discoursed 8138
domestic 8219
repeat 6124
sire 1979
their 73
lieth 9540
egg 4094
dungy 8284
fooleries 8652
warriors 2452
fridays 8727
'sicinius 6705
wed 1700
harsh 2076
earn 5344
brain 1601
juno-like 9411
entirely 8389
marriage-day 9701
'she 3201
bitterness 7230
flirt-gills 8617
lecture 3494
lances 5745
grief-shot 8906
character 2254
force 1067
haughty 3433
thinkest 4665
speechless 4597
glide 8827
fairest 2062
consume 3989
ely 1512
leiger 9524
tortoise 6434
greybeard 8905
burneth 7392
misadventure 5840
devils 2877
patient 872
blasphemy 7241
surname 4645
substance 2425
climate 2841
handkerchief 5584
dion 2275
freer 8717
garden-house 5519
tear 933
hidden 5616
isabel 888
condemns 5131
inferior 3471
declines 5232
boring 7305
fountains 8700
breed 2241
calf 3928
flatteries 8601
some 109
extirpate 8456
bencher 7175
mose 9888
cropp 4006
necks 5873
enigma 8370
coil 5116
weapons 2456
craven 7884
parchment 5935
exact 8419
hurts 5651
anvil 6926
exclamations 8428
greediness 5559
best 267
godded 8850
fielded 8551
blacks 7233
hereford 711
surprised 4646
deliver 708
ivory 9362
needly 9950
apprehends 4895
servile 6211
delights 3340
uncrown 6479
edward 104
sops 6273
destroy 1739
consists 7752
sinews 6244
cuts 5214
faintly 3382
contradict 7778
purge 2377
mended 4353
ross 1379
apparition 6933
geld 4189
apparell'd 6932
dependency 8052
small 900
wheels 4757
rejoice 2382
steel 1054
merriment 3521
broken 1212
fiend 2289
concern 7706
confederates 5134
freedom 2926
'alla 6619
seek 665
dispatch 861
accords 6776
accordingly 6775
husks 9177
instruction 2089
torments 3747
consult 7762
angled 6913
bagot 1489
lordings 9606
induced 5678
lewd-tongued 9534
grandsire 2301
knaves 1919
katarina 9416
speaking 2715
blood-sucking 7263
gentle 278
thousand-fold 6413
gaoler 1754
candles 7444
rouse 2685
topmast 6432
prosper 2372
appellants 6940
tewksbury 3144
guardant 8929
brings 1602
red 1464
fresher 4178
changeling 3943
drybeat 8272
ornaments 3036
chides 3950
tranio 231
resolve 1300
prophecies 4472
english 1064
'deny 6637
terrible 3732
dowery 8231
cheques 5083
upo 2747
underneath 3763
hob 9094
adjacent 6795
lurk 4330
mantle 4344
duke 75
noses 3556
scale 6183
thomas 726
breaths 3909
he 24
judas 5721
morrow 1003
candle 7441
divorced 5307
respecting 6128
imprimendum 9234
boundless 5003
envious 1349
counters 7840
triumphs 3755
cicatrices 7585
frozen 2581
brittany 2822
e'er 821
growing 2074
boy 303
dealing 4024
argument 3847
dishonoured 8154
lance 2969
marjoram 9697
faithless 8483
misgive 9832
murders 3018
fettle 8546
track 6437
displease 8173
approof 6955
teach 1011
repetition 3636
goods 2297
ear-deafening 8292
liberality 9536
limping 9559
hams 8961
perjury 3044
stranger 2152
beggary 3879
mocks 5846
mystery 2110
submission 4629
tyrant 1252
altering 6883
attainder 4920
remains 1561
labour 1040
career 5056
obdurate 4393
piercing 2363
hostilius 9140
new-deliver 5880
shape 1680
sickly 4571
blasphemous 7240
bereaves 7185
caliban 1495
fatting 8510
committed 1608
cotswold 7827
journeyman 9392
bodies 1493
hortensio 293
holborn 9100
savours 6181
done 171
farmer 5419
freely 1628
designs 2546
forsaken 5483
gap 3415
counterpoised 5176
bosoms 2812
circumspect 7592
converts 5161
bay-trees 7103
atlas 6998
forms 4170
beshrew 2228
confirm 2264
commended 7673
thorn 4667
napes 9929
sorrow 351
affect'st 6825
cried 1062
member 9758
disposed 4061
negative 9951
breech 7340
'true 4810
inshell 9300
remembering 4506
hardness 8976
gi 8808
wombs 6596
lime 5773
flamens 8590
remedy 1244
extreme 2568
prey 1560
skies 6250
nobility 2353
silken 3683
fairs 8480
above 794
ninescore 9992
alters 6884
acceptance 4831
sings 2409
pilate 5976
wasp 4742
maids 1287
bestrew 4972
moving 3014
succeeding 6351
praised 3598
into 302
mew 2632
courageously 7845
rite 6152
rail 2378
braggart 5011
any 151
grange 8879
several 1470
interrupts 9336
personally 5964
agrees 6842
considered 2855
bewept 7214
dumbness 8282
baleful 4936
country 451
petty 2656
setter 6216
manacle 9675
gremio 337
horse 486
climb 3302
deliverance 4033
'regia 4800
ell 8324
alacrity 6856
example 2566
driving 8263
deputy-elect 8059
lend 1171
caius 1148
o'erbear 5893
ending 8357
innocency 4267
man' 9672
appeased 6939
admitting 6799
mariner 4346
whispering 3184
alban 2782
cudgel 7915
saves 6180
presence 752
foundation 5487
mass 5816
rood 4533
shower 4568
dissemblers 8184
flying 5461
except 2567
inkles 9292
alla 6874
jupiter 2963
mumbling 9911
this 27
tellus 4661
compliments 7694
swiftly 4652
gods 433
affecting 4856
aumerle 448
courage 1417
thee 48
lambert 9460
beholder 7159
martial 9710
roaring 3078
serve 633
blue-eyed 7271
lain 4297
crew 3329
pursuivant 3063
lavish 9493
touches 4680
slily 3113
cased 7486
commonalty 7681
borrow 2237
dressings 8252
bred 1866
midnight 2341
laurence 428
transported 3749
bakes 7054
delectable 8029
tarpeian 3140
eased 5346
marrow 9705
hers 2309
'welcome 6724
cheering 7543
blasts 3897
hostages 9138
enter'd 8384
forbidden 5467
denier 5247
dreams 1030
lewis 614
loud 1774
stabbed 4605
respite 6129
generation 5531
rascals 3621
juliet 168
eight-year-old 8318
lastly 5749
magician 9643
chorus 7575
juno 5725
fashion 2063
dreadful 1347
-- 79
apprehended 6951
begging 3880
codpiece 5114
plantagenet 965
minola 2637
cast 1024
ordering 4403
predecessors 6017
conserves 3984
lasts 5750
lightnings 9551
lingers 9564
thanks 565
worthy 464
blemishes 7252
neuter 9963
poorest 4446
far 353
've 4812
comely 7663
bookish 7297
dream 653
much 140
proverb 6058
whip 1836
traitors 1193
besiege 3888
west 2761
dizy 8212
bohemia 857
tired 2733
detain 5266
monarchy 5848
aptly 4897
see't 3098
closet 5102
richer 6144
points 1949
allowance 6878
vaughan 2002
raged 6086
coxcomb 7866
cured 5207
cowardly 2535
buckets 7375
neapolitan 5870
melts 9757
mercer 9763
ingredient 9285
tailors 6388
intrusion 9339
insisting 9301
quality 4485
hooded 9117
thrall 6414
compel 7690
steal 1250
mirror 4360
caterpillars 5065
content 506
depending 5253
willow 6586
hands 299
save 421
tune 1396
entertain'st 8386
perfumed 5962
billows 7225
consent 781
prayer 1373
'though 6718
feels 5433
hear'st 3438
bitterly 2232
distribute 8197
churchmen 7584
bout 7314
leet 9521
packing 5925
nightingale 3553
woful 1403
city 436
all-hating 6871
chests 5084
crossing 5196
heaping 9011
common 568
condemned 2263
free-town 8714
pie 5972
home 300
leases 9516
lieutenant 1923
distinguishment 8193
gentles 8801
fawns 5426
befall 3252
horse-drench 9130
web 4751
thereby 2165
conspire 5145
jumps 9408
bermoothes 7187
bigamy 7221
vouch 3173
parties 2651
